,garmin wpt,,plantid,NEW ID CODE,site,lat,long,GPS,species,comments,
465,464,05-SEP-14 7:44:39AM,SW4,ST,Seweweekspoort,-33.43102559,21.40897603,gps3,citronellum,,
466,465,05-SEP-14 7:44:39AM,SW5,ST,Seweweekspoort,-33.43130118,21.40911785,gps3,citronellum,,
467,466,05-SEP-14 7:44:39AM,SW6,ST,Seweweekspoort,-33.43161123,21.4087296,gps3,citronellum,,
468,467,05-SEP-14 7:44:39AM,SW7,ST,Seweweekspoort,-33.43159907,21.40872256,gps3,citronellum,,
469,468,05-SEP-14 7:44:39AM,SW8,ST,Seweweekspoort,-33.43159664,21.40871996,gps3,citronellum,,
470,469,05-SEP-14 7:44:39AM,SW9,ST,Seweweekspoort,-33.43183335,21.40862399,gps3,citronellum,,
471,470,05-SEP-14 7:44:39AM,SW10,ST,Seweweekspoort,-33.43185204,21.40862583,gps3,citronellum,,
472,471,05-SEP-14 7:44:39AM,SW11,ST,Seweweekspoort,-33.43185414,21.40863505,gps3,citronellum,,
473,472,05-SEP-14 7:44:39AM,SW12,ST,Seweweekspoort,-33.43185707,21.40872046,gps3,citronellum,,
474,473,05-SEP-14 7:44:39AM,RB1,RB,Rooiberg,-33.73969495,21.50366915,gps3,citronellum,,
475,474,06-SEP-14 6:45:12AM,RB2,RB,Rooiberg,-33.73969847,21.50368751,gps3,citronellum,,
476,475,06-SEP-14 6:45:12AM,RB3,RB,Rooiberg,-33.73974935,21.5037119,gps3,citronellum,,
477,476,06-SEP-14 6:45:12AM,RB4,RB,Rooiberg,-33.7397051,21.50385121,gps3,citronellum,,
478,477,06-SEP-14 6:45:12AM,RB5,RB,Rooiberg,-33.73955162,21.50385674,gps3,citronellum,,
479,478,06-SEP-14 6:45:12AM,RB6,RB,Rooiberg,-33.73952128,21.50371877,gps3,citronellum,,
480,479,06-SEP-14 6:45:12AM,RB7,RB,Rooiberg,-33.73940008,21.50369438,gps3,citronellum,,
481,480,06-SEP-14 6:45:12AM,RB8,RB,Rooiberg,-33.73931265,21.5038461,gps3,citronellum,,
482,481,06-SEP-14 6:45:12AM,RB9,RB,Rooiberg,-33.73890152,21.50403737,gps3,citronellum,,
483,482,06-SEP-14 6:45:12AM,RB10,RB,Rooiberg,-33.7388509,21.50405891,gps3,citronellum,,
484,483,06-SEP-14 6:45:12AM,RB11,RB,Rooiberg,-33.73886271,21.50405933,gps3,citronellum,,
485,484,06-SEP-14 6:45:12AM,RB12,RB,Rooiberg,-33.73828369,21.50423552,gps3,citronellum,,
486,485,06-SEP-14 6:45:12AM,RB13,RB,Rooiberg,-33.73821789,21.50459125,gps3,citronellum,,
487,486,06-SEP-14 6:45:12AM,RB14,RB,Rooiberg,-33.73821144,21.50456543,gps3,citronellum,,
488,487,06-SEP-14 6:45:12AM,RB15,RB,Rooiberg,-33.73797012,21.50460063,gps3,citronellum,,
489,488,06-SEP-14 6:45:12AM,RB16,RB,Rooiberg,-33.73789888,21.50464715,gps3,citronellum,,
490,489,06-SEP-14 6:45:12AM,1,TN,R327,-33.92138528,21.5116794,gps3,citronellum,,
491,490,09-SEP-14 5:38:56AM,2,TN,R327,-33.92137405,21.51163917,gps3,citronellum,,
492,491,09-SEP-14 5:38:56AM,3,TN,R327,-33.92133876,21.51164261,gps3,citronellum,,
493,492,09-SEP-14 5:38:56AM,4,TN,R327,-33.9213453,21.51163355,gps3,citronellum,,
494,493,09-SEP-14 5:38:56AM,5,TN,R327,-33.92134756,21.51163339,gps3,citronellum,,
495,494,09-SEP-14 5:38:56AM,6,TN,R327,-33.92133683,21.51159827,gps3,citronellum,,
496,495,09-SEP-14 5:38:56AM,7,TN,R327,-33.92136675,21.51158896,gps3,citronellum,,
497,496,09-SEP-14 5:38:56AM,8,TN,R327,-33.92136147,21.51154638,gps3,citronellum,,
498,497,09-SEP-14 5:38:56AM,9,TN,R327,-33.92135452,21.51152367,gps3,citronellum,,
499,498,09-SEP-14 5:38:56AM,10,TN,R327,-33.92136399,21.51152803,gps3,citronellum,,
500,499,09-SEP-14 5:38:56AM,11,TN,R327,-33.92135812,21.5115012,gps3,citronellum,,
501,500,09-SEP-14 5:38:56AM,12,TN,R327,-33.92092092,21.51152384,gps3,citronellum,,missing
502,501,09-SEP-14 5:38:56AM,13,TN,R327,-33.92093542,21.51152208,gps3,citronellum,,
503,502,09-SEP-14 5:38:56AM,14,TN,R327,-33.92091748,21.51153582,gps3,citronellum,,
504,503,09-SEP-14 5:38:56AM,15,TN,R327,-33.92086501,21.5114976,gps3,citronellum,,
505,504,09-SEP-14 5:38:56AM,16,TN,R327,-33.92075295,21.51158829,gps3,citronellum,,
506,505,09-SEP-14 5:38:56AM,17,TN,R327,-33.9207573,21.51158083,gps3,citronellum,,
507,506,09-SEP-14 5:38:56AM,18,TN,R327,-33.9211935,21.51097926,gps3,citronellum,,
508,507,09-SEP-14 5:38:56AM,19,TN,R327,-33.92119191,21.5109791,gps3,citronellum,,
509,508,09-SEP-14 5:38:56AM,20,TN,R327,-33.92118822,21.5109221,gps3,citronellum,,
510,509,09-SEP-14 5:38:56AM,21,TN,R327,-33.92117992,21.51093383,gps3,citronellum,,
511,510,09-SEP-14 5:38:56AM,22,TN,R327,-33.92118059,21.5109309,gps3,citronellum,,
512,511,09-SEP-14 5:38:56AM,23,TN,R327,-33.92117866,21.51093333,gps3,citronellum,,
513,512,09-SEP-14 5:38:56AM,24,TN,R327,-33.92142023,21.51132192,gps3,citronellum,,
514,513,09-SEP-14 5:38:56AM,RS1,RS,Rsonderend,-34.1374239,19.913146,gps3,hermanniifolium,,
516,515,10-SEP-14 3:14:00AM,RS2,RS,Rsonderend,-34.13743059,19.91319381,gps3,hermanniifolium,,
517,516,10-SEP-14 3:14:00AM,RS3,RS,Rsonderend,-34.13740452,19.91319674,gps3,hermanniifolium,,
518,517,10-SEP-14 3:14:00AM,RS4,RS,Rsonderend,-34.1374383,19.9133689,gps3,hermanniifolium,,
519,518,10-SEP-14 3:14:00AM,RS5,RS,Rsonderend,-34.13741793,19.91335306,gps3,hermanniifolium,,
520,519,10-SEP-14 3:14:00AM,RS6,RS,Rsonderend,-34.1374357,19.91339145,gps3,hermanniifolium,,
521,520,10-SEP-14 3:14:00AM,RS7,RS,Rsonderend,-34.13745004,19.9134171,gps3,hermanniifolium,,
522,521,10-SEP-14 3:14:00AM,RS8,RS,Rsonderend,-34.13746999,19.91341299,gps3,hermanniifolium,,
523,522,10-SEP-14 3:14:00AM,RS9,RS,Rsonderend,-34.13747267,19.91342708,gps3,hermanniifolium,,
524,523,10-SEP-14 3:14:00AM,RS10,RS,Rsonderend,-34.13745414,19.91346655,gps3,hermanniifolium,,
525,524,10-SEP-14 3:14:00AM,RS11,RS,Rsonderend,-34.13746328,19.91347016,gps3,hermanniifolium,,
526,525,10-SEP-14 3:14:00AM,RS12,RS,Rsonderend,-34.13769127,19.91394717,gps3,hermanniifolium,,
527,526,10-SEP-14 3:14:00AM,RS13,RS,Rsonderend,-34.13770954,19.91397877,gps3,hermanniifolium,,
528,527,10-SEP-14 3:14:00AM,RS14,RS,Rsonderend,-34.13771935,19.91399218,gps3,hermanniifolium,,
529,528,10-SEP-14 3:14:00AM,RS15,RS,Rsonderend,-34.13773645,19.91399847,gps3,hermanniifolium,,
530,529,10-SEP-14 3:14:00AM,RS16,RS,Rsonderend,-34.13782379,19.91396603,gps3,hermanniifolium,,
531,530,10-SEP-14 3:14:00AM,RS17,RS,Rsonderend,-34.1377621,19.91406729,gps3,hermanniifolium,,
532,531,10-SEP-14 3:14:00AM,RS18,RS,Rsonderend,-34.13775003,19.91406544,gps3,hermanniifolium,,
533,532,10-SEP-14 3:14:00AM,RS19,RS,Rsonderend,-34.1377341,19.91408698,gps3,hermanniifolium,,
534,533,10-SEP-14 3:14:00AM,RS20,RS,Rsonderend,-34.13772547,19.9141294,gps3,hermanniifolium,,
535,534,10-SEP-14 3:14:00AM,RS21,RS,Rsonderend,-34.13771365,19.91413644,gps3,hermanniifolium,,
536,535,10-SEP-14 3:14:00AM,RS22,RS,Rsonderend,-34.13768959,19.91417114,gps3,hermanniifolium,,
537,536,10-SEP-14 3:14:00AM,RS23,RS,Rsonderend,-34.13770912,19.91418228,gps3,hermanniifolium,,
538,537,10-SEP-14 3:14:00AM,RS24,RS,Rsonderend,-34.13771683,19.91419461,gps3,hermanniifolium,,
539,538,10-SEP-14 3:14:00AM,RS25,RS,Rsonderend,-34.13771625,19.91419008,gps3,hermanniifolium,,
540,539,10-SEP-14 3:14:00AM,RS26,RS,Rsonderend,-34.13775933,19.91445168,gps3,hermanniifolium,,
541,540,10-SEP-14 3:14:00AM,RS27,RS,Rsonderend,-34.13775858,19.91444875,gps3,hermanniifolium,,
542,541,10-SEP-14 3:14:00AM,RS28,RS,Rsonderend,-34.13771524,19.91454086,gps3,hermanniifolium,,
543,542,10-SEP-14 3:14:00AM,RS29,RS,Rsonderend,-34.13775505,19.91457079,gps3,hermanniifolium,,
544,543,10-SEP-14 3:14:00AM,RS30,RS,Rsonderend,-34.13775179,19.91458688,gps3,hermanniifolium,,
545,544,10-SEP-14 3:14:00AM,RS31,RS,Rsonderend,-34.13772019,19.91459761,gps3,hermanniifolium,,
546,545,10-SEP-14 3:14:00AM,RS32,RS,Rsonderend,-34.13771834,19.91479877,gps3,hermanniifolium,,
547,546,10-SEP-14 3:14:00AM,RS33,RS,Rsonderend,-34.137717,19.91481143,gps3,hermanniifolium,,
548,547,10-SEP-14 3:14:00AM,RS34,RS,Rsonderend,-34.13775782,19.91493632,gps3,hermanniifolium,,
549,548,10-SEP-14 3:14:00AM,RS35,RS,Rsonderend,-34.13776,19.91495719,gps3,hermanniifolium,,
550,549,10-SEP-14 3:14:00AM,RS36,RS,Rsonderend,-34.13775355,19.91495585,gps3,hermanniifolium,,
551,550,10-SEP-14 3:14:00AM,RS37,RS,Rsonderend,-34.13776679,19.91495987,gps3,hermanniifolium,,
552,551,10-SEP-14 3:14:00AM,RS38,RS,Rsonderend,-34.13777291,19.91496641,gps3,hermanniifolium,,
553,552,10-SEP-14 3:14:00AM,RS39,RS,Rsonderend,-34.13777324,19.91500581,gps3,hermanniifolium,,
554,553,10-SEP-14 3:14:00AM,RS40,RS,Rsonderend,-34.13778188,19.91505769,gps3,hermanniifolium,,
555,554,10-SEP-14 3:14:00AM,BT1,BT,BloupuntTrail,-33.78168971,20.09202397,gps3,crispum,,
556,555,12-SEP-14 7:36:51AM,BT2,BT,BloupuntTrail,-33.78167622,20.09202749,gps3,crispum,,
557,556,12-SEP-14 7:36:51AM,BT3,BT,BloupuntTrail,-33.7816996,20.09210939,gps3,crispum,,
558,557,12-SEP-14 7:36:51AM,BT4,BT,BloupuntTrail,-33.78176817,20.09220544,gps3,crispum,,
559,558,12-SEP-14 7:36:51AM,BT5,BT,BloupuntTrail,-33.78177814,20.09232128,gps3,crispum,,
560,559,12-SEP-14 7:36:51AM,BT6,BT,BloupuntTrail,-33.78180337,20.09231407,gps3,crispum,,
561,560,12-SEP-14 7:36:51AM,BT7,BT,BloupuntTrail,-33.78179407,20.09238356,gps3,crispum,,
562,561,12-SEP-14 7:36:51AM,BT8,BT,BloupuntTrail,-33.7818607,20.09240979,gps3,crispum,,
563,562,12-SEP-14 7:36:51AM,BT9,BT,BloupuntTrail,-33.78183883,20.09240082,gps3,crispum,,
564,563,12-SEP-14 7:36:51AM,BT10,BT,BloupuntTrail,-33.7818338,20.09241742,gps3,crispum,,
565,564,12-SEP-14 7:36:51AM,BT11,BT,BloupuntTrail,-33.78186733,20.09246654,gps3,crispum,,
566,565,12-SEP-14 7:36:51AM,BT12,BT,BloupuntTrail,-33.78181611,20.09247341,gps3,crispum,,
567,566,12-SEP-14 7:36:51AM,BT13,BT,BloupuntTrail,-33.78182231,20.09247584,gps3,crispum,,
568,567,12-SEP-14 7:36:51AM,BT14,BT,BloupuntTrail,-33.781811,20.09247391,gps3,crispum,,
569,568,12-SEP-14 7:36:51AM,BT15,BT,BloupuntTrail,-33.78179432,20.09245413,gps3,crispum,,
570,569,12-SEP-14 7:36:51AM,BT16,BT,BloupuntTrail,-33.78179507,20.09246629,gps3,crispum,,
571,570,12-SEP-14 7:36:51AM,BT17,BT,BloupuntTrail,-33.78157731,20.09247643,gps3,crispum,,
572,571,12-SEP-14 7:36:51AM,BT18,BT,BloupuntTrail,-33.78157664,20.09246042,gps3,crispum,,
573,572,12-SEP-14 7:36:51AM,BT19,BT,BloupuntTrail,-33.78157195,20.09246654,gps3,crispum,,
574,573,12-SEP-14 7:36:51AM,BT20,BT,BloupuntTrail,-33.78154898,20.09246076,gps3,crispum,,
575,574,12-SEP-14 7:36:51AM,BT21,BT,BloupuntTrail,-33.78162819,20.09261364,gps3,crispum,,
576,575,12-SEP-14 7:36:51AM,BT22,BT,BloupuntTrail,-33.78164177,20.09264331,gps3,crispum,,
577,576,12-SEP-14 7:36:51AM,BT23,BT,BloupuntTrail,-33.78165619,20.09262588,gps3,crispum,,
578,577,12-SEP-14 7:36:51AM,BT24,BT,BloupuntTrail,-33.78169642,20.09262772,gps3,crispum,,
579,578,12-SEP-14 7:36:51AM,BT25,BT,BloupuntTrail,-33.78169147,20.09262747,gps3,crispum,,
580,579,12-SEP-14 7:36:51AM,BT26,BT,BloupuntTrail,-33.78169399,20.09274809,gps3,crispum,,
581,580,12-SEP-14 7:36:51AM,BT27,BT,BloupuntTrail,-33.78175132,20.09279821,gps3,crispum,,
582,581,12-SEP-14 7:36:51AM,BT28,BT,BloupuntTrail,-33.78177387,20.09280877,gps3,crispum,,
583,582,12-SEP-14 7:36:51AM,BT29,BT,BloupuntTrail,-33.78155669,20.09275253,gps3,crispum,,
584,583,12-SEP-14 7:36:51AM,BT30,BT,BloupuntTrail,-33.78156901,20.09274021,gps3,crispum,,
585,584,12-SEP-14 7:36:51AM,BT31,BT,BloupuntTrail,-33.78151503,20.09275345,gps3,crispum,,
586,585,12-SEP-14 7:36:51AM,BT32,BT,BloupuntTrail,-33.7815463,20.09281506,gps3,crispum,,
587,586,12-SEP-14 7:36:51AM,BT33,BT,BloupuntTrail,-33.78155971,20.0928387,gps3,crispum,,
588,587,12-SEP-14 7:36:51AM,BT34,BT,BloupuntTrail,-33.7815784,20.09283107,gps3,crispum,,
589,588,12-SEP-14 7:36:51AM,BT35,BT,BloupuntTrail,-33.78160883,20.09293911,gps3,crispum,,
590,589,12-SEP-14 7:36:51AM,BT36,BT,BloupuntTrail,-33.7816048,20.09295177,gps3,crispum,,
591,590,12-SEP-14 7:36:51AM,BT37,BT,BloupuntTrail,-33.78159818,20.09294095,gps3,crispum,,
592,591,12-SEP-14 7:36:51AM,BT38,BT,BloupuntTrail,-33.78158812,20.09295596,gps3,crispum,,
593,592,12-SEP-14 7:36:51AM,BT39,BT,BloupuntTrail,-33.78157874,20.09295923,gps3,crispum,,
594,593,12-SEP-14 7:36:51AM,BT40,BT,BloupuntTrail,-33.78157463,20.09297834,gps3,crispum,,
595,594,12-SEP-14 7:36:51AM,GR1,GR,GreytonNR,-34.03459336,19.60875194,gps3,hermanniifolium,,
596,595,13-SEP-14 6:32:42AM,GR2,GR,GreytonNR,-34.03463636,19.60858539,gps3,hermanniifolium,,
597,596,13-SEP-14 6:32:42AM,GR3,GR,GreytonNR,-34.03467282,19.6086946,gps3,hermanniifolium,,
598,597,13-SEP-14 6:32:42AM,GR4,GR,GreytonNR,-34.03466972,19.60869175,gps3,hermanniifolium,,
599,598,13-SEP-14 6:32:42AM,GR5,GR,GreytonNR,-34.03466628,19.60869092,gps3,hermanniifolium,,
600,599,13-SEP-14 6:32:42AM,GR6,GR,GreytonNR,-34.03466972,19.60869435,gps3,hermanniifolium,,
601,600,13-SEP-14 6:32:42AM,GR8,GR,GreytonNR,-34.03470618,19.60877934,gps3,hermanniifolium,,
602,601,13-SEP-14 6:32:42AM,GR9,GR,GreytonNR,-34.03470299,19.608777,gps3,hermanniifolium,,
603,602,13-SEP-14 6:32:42AM,GR10,GR,GreytonNR,-34.03471816,19.60879385,gps3,hermanniifolium,,
604,603,13-SEP-14 6:32:42AM,GR11,GR,GreytonNR,-34.03469369,19.60882612,gps3,hermanniifolium,,
605,604,13-SEP-14 6:32:42AM,GR12,GR,GreytonNR,-34.03472118,19.60885973,gps3,hermanniifolium,,
606,605,13-SEP-14 6:32:42AM,GR13,GR,GreytonNR,-34.03471724,19.60886191,gps3,hermanniifolium,,
607,606,13-SEP-14 6:32:42AM,GR14,GR,GreytonNR,-34.0345631,19.60893785,gps3,hermanniifolium,,
608,607,13-SEP-14 6:32:42AM,GR15,GR,GreytonNR,-34.03454902,19.60895495,gps3,hermanniifolium,,
609,608,13-SEP-14 6:32:42AM,GR16,GR,GreytonNR,-34.03444919,19.60895704,gps3,hermanniifolium,,
610,609,13-SEP-14 6:32:42AM,GR17,GR,GreytonNR,-34.03443787,19.60898009,gps3,hermanniifolium,,
611,610,13-SEP-14 6:32:42AM,GR18,GR,GreytonNR,-34.03446101,19.60911605,gps3,hermanniifolium,,
612,611,13-SEP-14 6:32:42AM,GR19,GR,GreytonNR,-34.03446947,19.60913314,gps3,hermanniifolium,,
613,612,13-SEP-14 6:32:42AM,GR20,GR,GreytonNR,-34.03446369,19.60916349,gps3,hermanniifolium,,
614,613,13-SEP-14 6:32:42AM,GR21,GR,GreytonNR,-34.03451482,19.60918084,gps3,hermanniifolium,,
615,614,13-SEP-14 6:32:42AM,GR22,GR,GreytonNR,-34.03454248,19.60919852,gps3,hermanniifolium,,
616,615,13-SEP-14 6:32:42AM,GR23,GR,GreytonNR,-34.03456989,19.60919593,gps3,hermanniifolium,,
617,616,13-SEP-14 6:32:42AM,GR24,GR,GreytonNR,-34.03458732,19.60920054,gps3,hermanniifolium,,
618,617,13-SEP-14 6:32:42AM,GR25,GR,GreytonNR,-34.03478907,19.60998206,gps3,hermanniifolium,,
619,618,13-SEP-14 6:32:42AM,GR26,GR,GreytonNR,-34.03480207,19.60988416,gps3,hermanniifolium,,
620,619,13-SEP-14 6:32:42AM,GR27,GR,GreytonNR,-34.03483174,19.60983077,gps3,hermanniifolium,,
621,620,13-SEP-14 6:32:42AM,GR28,GR,GreytonNR,-34.03483174,19.60982574,gps3,hermanniifolium,,
622,621,13-SEP-14 6:32:42AM,GR29,GR,GreytonNR,-34.0348304,19.60982851,gps3,hermanniifolium,,
623,622,13-SEP-14 6:32:42AM,GR30,GR,GreytonNR,-34.03486032,19.60985743,gps3,hermanniifolium,,
624,623,13-SEP-14 6:32:42AM,GR31,GR,GreytonNR,-34.03492394,19.60995885,gps3,hermanniifolium,,
625,624,13-SEP-14 6:32:42AM,GR32,GR,GreytonNR,-34.03494556,19.60995851,gps3,hermanniifolium,,
626,625,13-SEP-14 6:32:42AM,GR33,GR,GreytonNR,-34.03485906,19.61036772,gps3,hermanniifolium,,
627,626,13-SEP-14 6:32:42AM,GR34,GR,GreytonNR,-34.03485705,19.61040912,gps3,hermanniifolium,,
628,627,13-SEP-14 6:32:42AM,GR35,GR,GreytonNR,-34.0348573,19.61041004,gps3,hermanniifolium,,
629,628,13-SEP-14 6:32:42AM,GR36,GR,GreytonNR,-34.03486954,19.6104574,gps3,hermanniifolium,,
630,629,13-SEP-14 6:32:42AM,GR37,GR,GreytonNR,-34.03487231,19.61047442,gps3,hermanniifolium,,
631,630,13-SEP-14 6:32:42AM,GR38,GR,GreytonNR,-34.03497901,19.61035908,gps3,hermanniifolium,,
632,631,13-SEP-14 6:32:42AM,GR39,GR,GreytonNR,-34.03499099,19.61037325,gps3,hermanniifolium,,
633,632,13-SEP-14 6:32:42AM,GR40,GR,GreytonNR,-34.03499234,19.61036948,gps3,hermanniifolium,,
634,633,13-SEP-14 6:32:42AM,GR41,GR,GreytonNR,-34.03499292,19.61040451,gps3,hermanniifolium,,
635,634,13-SEP-14 6:32:42AM,GR42,GR,GreytonNR,-34.03560497,19.61137665,gps3,hermanniifolium,,
636,635,13-SEP-14 6:32:42AM,GR43,GR,GreytonNR,-34.03564294,19.61137136,gps3,hermanniifolium,,
637,636,13-SEP-14 6:32:42AM,GR44,GR,GreytonNR,-34.03563548,19.61139877,gps3,hermanniifolium,,
638,637,13-SEP-14 6:32:42AM,GR45,GR,GreytonNR,-34.03564763,19.61143188,gps3,hermanniifolium,,
639,638,13-SEP-14 6:32:42AM,GR46,GR,GreytonNR,-34.03564453,19.61148511,gps3,hermanniifolium,,
640,639,13-SEP-14 6:32:42AM,GR47,GR,GreytonNR,-34.03568049,19.61155258,gps3,hermanniifolium,,
641,640,13-SEP-14 6:32:42AM,GR48,GR,GreytonNR,-34.035682,19.61155216,gps3,hermanniifolium,,
642,641,13-SEP-14 6:32:42AM,GR49,GR,GreytonNR,-34.03577738,19.61164269,gps3,hermanniifolium,,
643,642,13-SEP-14 6:32:42AM,GR50,GR,GreytonNR,-34.03580002,19.61163472,gps3,hermanniifolium,,
644,643,13-SEP-14 6:32:42AM,GR51,GR,GreytonNR,-34.03581108,19.61161947,gps3,hermanniifolium,,
645,644,13-SEP-14 6:32:42AM,GR52,GR,GreytonNR,-34.03584201,19.61157328,gps3,hermanniifolium,,
646,645,13-SEP-14 6:32:42AM,GR53,GR,GreytonNR,-34.03585198,19.6115794,gps3,hermanniifolium,,
647,646,13-SEP-14 6:32:42AM,GR54,GR,GreytonNR,-34.03593991,19.61171854,gps3,hermanniifolium,,
648,647,13-SEP-14 6:32:42AM,GR55,GR,GreytonNR,-34.03595944,19.61169172,gps3,hermanniifolium,,
649,648,13-SEP-14 6:32:42AM,GR56,GR,GreytonNR,-34.03594888,19.61160916,gps3,hermanniifolium,,
650,649,13-SEP-14 6:32:42AM,,,,,,,,,
