,garmin wpt,,plantid,NEW ID CODE,site,lat,long,GPS,species,comments,
41,411,17-AUG-14 7:03:39AM,GB5.1,GB,Gifberg5,-31.77623279,18.76363213,gps3,scabrum,,
42,421,17-AUG-14 7:05:31AM,GB5.2,GB,Gifberg5,-31.77622533,18.76362601,gps3,scabrum,,
43,431,17-AUG-14 7:07:48AM,GB5.3,GB,Gifberg5,-31.77608888,18.76354387,gps3,scabrum,,
44,441,17-AUG-14 7:09:27AM,GB5.4,GB,Gifberg5,-31.77607211,18.76355996,gps3,scabrum,,
45,451,17-AUG-14 7:10:55AM,GB5.5,GB,Gifberg5,-31.7760173,18.76347338,gps3,scabrum,,
46,461,17-AUG-14 7:13:13AM,GB5.6,GB,Gifberg5,-31.77599969,18.76340264,gps3,scabrum,,
47,471,17-AUG-14 7:14:59AM,GB5.7,GB,Gifberg5,-31.77599106,18.76337791,gps3,scabrum,,
48,481,17-AUG-14 7:15:49AM,GB5.8,GB,Gifberg5,-31.77601763,18.76335385,gps3,scabrum,,
49,491,17-AUG-14 7:16:55AM,GB5.9,GB,Gifberg5,-31.77603783,18.76337506,gps3,scabrum,,
50,501,17-AUG-14 7:17:52AM,GB5.10,GB,Gifberg5,-31.77604923,18.76333759,gps3,scabrum,,
51,511,17-AUG-14 7:18:41AM,GB5.11,GB,Gifberg5,-31.77606138,18.76330859,gps3,scabrum,,
52,521,17-AUG-14 7:19:31AM,GB5.12,GB,Gifberg5,-31.77605434,18.76330356,gps3,scabrum,,
53,531,17-AUG-14 7:20:35AM,GB5.13,GB,Gifberg5,-31.7759468,18.76317817,gps3,scabrum,,
54,541,17-AUG-14 7:21:30AM,GB5.14,GB,Gifberg5,-31.77590783,18.76315487,gps3,scabrum,,
55,551,17-AUG-14 7:22:36AM,GB5.15,GB,Gifberg5,-31.77585536,18.76316836,gps3,scabrum,,
56,561,17-AUG-14 7:23:24AM,GB5.16,GB,Gifberg5,-31.77580498,18.76318093,gps3,scabrum,,
57,571,17-AUG-14 7:24:24AM,GB5.17,GB,Gifberg5,-31.7757624,18.76317096,gps3,scabrum,,
58,581,17-AUG-14 7:26:32AM,GB5.18,GB,Gifberg5,-31.77553257,18.76294691,gps3,scabrum,,
59,591,17-AUG-14 7:27:34AM,GB5.19,GB,Gifberg5,-31.77551614,18.7629444,gps3,scabrum,,
60,601,17-AUG-14 7:28:29AM,GB5.20,GB,Gifberg5,-31.77550734,18.76291213,gps3,scabrum,,
61,611,17-AUG-14 7:30:21AM,GB5.21,GB,Gifberg5,-31.77539486,18.76225029,gps3,scabrum,,
62,621,17-AUG-14 7:31:33AM,GB5.22,GB,Gifberg5,-31.77534792,18.76208458,gps3,scabrum,,
63,631,17-AUG-14 7:33:01AM,GB5.23,GB,Gifberg5,-31.7750553,18.76223705,gps3,scabrum,,
64,641,17-AUG-14 7:34:29AM,GB5.24,GB,Gifberg5,-31.77505069,18.7623906,gps3,scabrum,,
65,651,17-AUG-14 7:35:35AM,GB5.25,GB,Gifberg5,-31.77493603,18.76243528,gps3,scabrum,,
66,661,17-AUG-14 7:36:35AM,GB5.26,GB,Gifberg5,-31.77482857,18.76251633,gps3,scabrum,,
67,671,17-AUG-14 7:38:45AM,GB5.27,GB,Gifberg5,-31.77483712,18.76268137,gps3,scabrum,,
68,681,17-AUG-14 7:40:07AM,GB5.28,GB,Gifberg5,-31.77479655,18.76275748,gps3,scabrum,,
69,691,17-AUG-14 7:41:56AM,GB5.29,GB,Gifberg5,-31.77479094,18.76289327,gps3,scabrum,,
70,701,17-AUG-14 7:43:05AM,GB5.30,GB,Gifberg5,-31.77471072,18.76290249,gps3,scabrum,,
71,711,17-AUG-14 7:51:23AM,GB5.31,GB,Gifberg5,-31.77506679,18.76329392,gps3,scabrum,,
72,721,17-AUG-14 7:53:01AM,GB5.32,GB,Gifberg5,-31.7751258,18.76348042,gps3,scabrum,,
73,731,17-AUG-14 8:05:05AM,GB5.33,GB,Gifberg5,-31.77291708,18.76412415,gps3,scabrum,,
74,741,17-AUG-14 8:07:27AM,GB5.34,GB,Gifberg5,-31.77277543,18.76401845,gps3,scabrum,,
75,751,17-AUG-14 8:08:41AM,GB5.35,GB,Gifberg5,-31.77287509,18.76399599,gps3,scabrum,,
76,761,17-AUG-14 8:09:25AM,GB5.36,GB,Gifberg5,-31.77273427,18.76404058,gps3,scabrum,,
77,771,17-AUG-14 8:11:08AM,GB5.37,GB,Gifberg5,-31.77262883,18.76405617,gps3,scabrum,,
78,781,17-AUG-14 8:12:23AM,GB5.38,GB,Gifberg5,-31.77256093,18.76397386,gps3,scabrum,,
79,791,17-AUG-14 8:15:10AM,GB5.39,GB,Gifberg5,-31.77226623,18.76428961,gps3,scabrum,,
80,801,17-AUG-14 8:18:33AM,GB5.40,GB,Gifberg5,-31.77221912,18.76442154,gps3,scabrum,,
81,811,17-AUG-14 8:26:35AM,GB5.41,GB,Gifberg5,-31.7657094,18.77004161,gps3,scabrum,,
82,821,17-AUG-14 8:28:16AM,GB5.42,GB,Gifberg5,-31.76564905,18.77008175,gps3,scabrum,,
83,831,17-AUG-14 8:29:12AM,GB5.43,GB,Gifberg5,-31.7655545,18.77014546,gps3,scabrum,,
84,841,17-AUG-14 8:30:10AM,GB5.44,GB,Gifberg5,-31.76562876,18.77021804,gps3,scabrum,,
85,851,17-AUG-14 8:31:52AM,GB5.45,GB,Gifberg5,-31.76568585,18.77025744,gps3,scabrum,,
86,861,17-AUG-14 8:33:00AM,GB5.46,GB,Gifberg5,-31.76582239,18.77011084,gps3,scabrum,,
87,871,17-AUG-14 8:34:26AM,GB5.47,GB,Gifberg5,-31.76590746,18.77005879,gps3,scabrum,,
88,881,17-AUG-14 8:35:51AM,GB5.48,GB,Gifberg5,-31.76601492,18.77003272,gps3,scabrum,,
89,891,18-AUG-14 2:54:43AM,SP1,SP,Spektakel Pass,-29.7034619,17.68716769,gps3,scabrum,,
90,901,18-AUG-14 2:56:21AM,SP2,SP,Spektakel Pass,-29.70347581,17.68714992,gps3,scabrum,,
91,911,18-AUG-14 3:00:40AM,SP3,SP,Spektakel Pass,-29.70354161,17.68631525,gps3,scabrum,,
92,921,18-AUG-14 3:02:53AM,SP4,SP,Spektakel Pass,-29.70355092,17.68626664,gps3,scabrum,,
93,931,18-AUG-14 3:05:19AM,SP5,SP,Spektakel Pass,-29.70353566,17.68621442,gps3,scabrum,,
94,941,18-AUG-14 3:07:30AM,SP6,SP,Spektakel Pass,-29.70352334,17.68611082,gps3,scabrum,,
95,951,18-AUG-14 3:10:30AM,SP7,SP,Spektakel Pass,-29.70359199,17.6856727,gps3,scabrum,,
96,961,18-AUG-14 3:10:44AM,SP8,SP,Spektakel Pass,-29.70355854,17.68567102,gps3,scabrum,,
97,971,18-AUG-14 3:12:11AM,SP9,SP,Spektakel Pass,-29.70351697,17.68561704,gps3,scabrum,,
98,981,18-AUG-14 3:13:11AM,SP10,SP,Spektakel Pass,-29.70351546,17.6856354,gps3,scabrum,,
99,991,18-AUG-14 3:14:22AM,SP11,SP,Spektakel Pass,-29.70353918,17.68559835,gps3,scabrum,,
100,1002,18-AUG-14 3:15:34AM,SP12,SP,Spektakel Pass,-29.70351278,17.68559047,gps3,scabrum,,
101,1011,18-AUG-14 3:18:18AM,SP13,SP,Spektakel Pass,-29.70353499,17.68528344,gps3,scabrum,,
102,1021,18-AUG-14 3:19:50AM,SP14,SP,Spektakel Pass,-29.7035111,17.68526332,gps3,scabrum,,
103,1031,18-AUG-14 3:21:12AM,SP15,SP,Spektakel Pass,-29.70352217,17.68527179,gps3,scabrum,,
104,1041,18-AUG-14 3:21:46AM,SP16,SP,Spektakel Pass,-29.70354094,17.68524614,gps3,scabrum,,
105,1051,18-AUG-14 3:23:16AM,SP17,SP,Spektakel Pass,-29.7035432,17.68521714,gps3,scabrum,,
106,1061,18-AUG-14 3:24:07AM,SP18,SP,Spektakel Pass,-29.70354505,17.68520574,gps3,scabrum,,
107,1071,18-AUG-14 3:25:19AM,SP19,SP,Spektakel Pass,-29.70354178,17.68520239,gps3,scabrum,,
108,1081,18-AUG-14 3:27:57AM,SP20,SP,Spektakel Pass,-29.70353767,17.68500349,gps3,scabrum,,
109,1091,18-AUG-14 3:28:29AM,SP21,SP,Spektakel Pass,-29.70353927,17.68498739,gps3,scabrum,,
110,1101,18-AUG-14 3:29:49AM,SP22,SP,Spektakel Pass,-29.70353834,17.68497775,gps3,scabrum,,
111,1111,18-AUG-14 3:31:12AM,SP23,SP,Spektakel Pass,-29.70353516,17.68497658,gps3,scabrum,,
112,1121,18-AUG-14 3:32:41AM,SP24,SP,Spektakel Pass,-29.70354212,17.68492,gps3,scabrum,,
113,1131,18-AUG-14 3:33:24AM,SP25,SP,Spektakel Pass,-29.70357061,17.68490642,gps3,scabrum,,
114,1141,18-AUG-14 3:35:22AM,SP26,SP,Spektakel Pass,-29.70357405,17.68492788,gps3,scabrum,,
115,1151,18-AUG-14 3:35:56AM,SP27,SP,Spektakel Pass,-29.70359526,17.68496493,gps3,scabrum,,
116,1161,18-AUG-14 3:38:36AM,SP28,SP,Spektakel Pass,-29.70357656,17.68479737,gps3,scabrum,,
117,1171,18-AUG-14 3:39:26AM,SP29,SP,Spektakel Pass,-29.70356508,17.68476452,gps3,scabrum,,
118,1181,18-AUG-14 3:41:43AM,SP30,SP,Spektakel Pass,-29.70350783,17.68484071,gps3,scabrum,,
119,1191,18-AUG-14 3:42:31AM,SP31,SP,Spektakel Pass,-29.70351219,17.68483886,gps3,scabrum,,
120,1201,18-AUG-14 3:48:03AM,SP32,SP,Spektakel Pass,-29.70377966,17.68315125,gps3,scabrum,,
307,3071,20-AUG-14 9:53:43AM,BK1,BKR,Boschkloof River,-32.56251759,19.05735489,gps4,scabrum,,
308,3081,20-AUG-14 10:05:59AM,BK2,BKR,Boschkloof River,-32.55807367,19.06085677,gps4,scabrum,,
309,3091,20-AUG-14 10:07:06AM,BK3,BKR,Boschkloof River,-32.55806018,19.06082349,gps4,scabrum,,
311,3111,20-AUG-14 10:07:16AM,BK4,BKR,Boschkloof River,-32.55806009,19.06082299,gps4,scabrum,,
312,3121,20-AUG-14 10:09:53AM,BK5,BKR,Boschkloof River,-32.55804894,19.06072525,gps4,scabrum,,
313,3131,20-AUG-14 10:10:21AM,BK6,BKR,Boschkloof River,-32.55809136,19.06065786,gps4,scabrum,,
314,3141,20-AUG-14 10:11:04AM,BK7,BKR,Boschkloof River,-32.55806043,19.06056181,gps4,scabrum,,
315,3151,20-AUG-14 10:11:54AM,BK8,BKR,Boschkloof River,-32.55811726,19.06048008,gps4,scabrum,,
316,3161,20-AUG-14 10:13:12AM,BK9,BKR,Boschkloof River,-32.55817845,19.06045762,gps4,scabrum,,
317,3171,20-AUG-14 10:13:58AM,BK10,BKR,Boschkloof River,-32.55818356,19.06031932,gps4,scabrum,,
318,3181,20-AUG-14 10:15:12AM,BK11,BKR,Boschkloof River,-32.55809932,19.06024036,gps4,scabrum,,
319,3191,20-AUG-14 10:16:01AM,BK12,BKR,Boschkloof River,-32.55814274,19.06020549,gps4,scabrum,,
320,3201,20-AUG-14 10:18:28AM,BK13,BKR,Boschkloof River,-32.55833351,19.05988371,gps4,scabrum,,
321,3211,20-AUG-14 10:18:54AM,BK14,BKR,Boschkloof River,-32.55836603,19.05986594,gps4,scabrum,,
322,3221,20-AUG-14 10:20:07AM,BK15,BKR,Boschkloof River,-32.55833158,19.05982495,gps4,scabrum,,
323,3231,20-AUG-14 10:21:01AM,BK16,BKR,Boschkloof River,-32.55836511,19.05967969,gps4,scabrum,,
324,3241,20-AUG-14 10:23:00AM,BK17,BKR,Boschkloof River,-32.55864456,19.05939043,gps4,scabrum,,
325,3251,20-AUG-14 10:23:49AM,BK18,BKR,Boschkloof River,-32.55860433,19.05935775,gps4,scabrum,,
326,3261,20-AUG-14 10:24:45AM,BK19,BKR,Boschkloof River,-32.55871078,19.05934727,gps4,scabrum,,
327,3271,20-AUG-14 10:25:33AM,BK20,BKR,Boschkloof River,-32.55873048,19.05945757,gps4,scabrum,,
328,3281,20-AUG-14 10:26:48AM,BK21,BKR,Boschkloof River,-32.55889879,19.05943234,gps4,scabrum,,
329,3291,20-AUG-14 10:27:38AM,BK22,BKR,Boschkloof River,-32.55891999,19.05942581,gps4,scabrum,,
330,3301,20-AUG-14 10:30:00AM,BK23,BKR,Boschkloof River,-32.55888127,19.05901417,gps4,scabrum,,
331,3311,20-AUG-14 10:30:53AM,BK24,BKR,Boschkloof River,-32.55892443,19.05899431,gps4,scabrum,,
332,3321,20-AUG-14 10:31:36AM,BK25,BKR,Boschkloof River,-32.55887012,19.05893421,gps4,scabrum,,
333,3331,20-AUG-14 10:32:47AM,BK26,BKR,Boschkloof River,-32.55883307,19.05885005,gps4,scabrum,,
334,3341,20-AUG-14 10:33:55AM,BK27,BKR,Boschkloof River,-32.55896743,19.05866968,gps4,scabrum,,
335,3351,20-AUG-14 10:34:45AM,BK28,BKR,Boschkloof River,-32.55901429,19.05863363,gps4,scabrum,,
336,3361,20-AUG-14 10:35:13AM,BK29,BKR,Boschkloof River,-32.55902678,19.05858628,gps4,scabrum,,
337,3371,20-AUG-14 10:35:59AM,BK30,BKR,Boschkloof River,-32.55910917,19.05853154,gps4,scabrum,,
338,3381,20-AUG-14 10:36:46AM,BK31,BKR,Boschkloof River,-32.55910682,19.05852626,gps4,scabrum,,
339,3391,20-AUG-14 10:38:02AM,BK32,BKR,Boschkloof River,-32.55919852,19.05824111,gps4,scabrum,,
340,3401,20-AUG-14 10:38:53AM,BK33,BKR,Boschkloof River,-32.55924328,19.05825477,gps4,scabrum,,
341,3411,20-AUG-14 10:39:42AM,BK34,BKR,Boschkloof River,-32.5593473,19.05820188,gps4,scabrum,,
342,3421,20-AUG-14 10:40:16AM,BK35,BKR,Boschkloof River,-32.55931369,19.05809652,gps4,scabrum,,
343,3431,20-AUG-14 10:41:05AM,BK36,BKR,Boschkloof River,-32.55932308,19.05803978,gps4,scabrum,,
344,3441,20-AUG-14 10:41:36AM,BK37,BKR,Boschkloof River,-32.559339,19.05801916,gps4,scabrum,,
345,3451,20-AUG-14 10:42:25AM,BK38,BKR,Boschkloof River,-32.55924806,19.05798303,gps4,scabrum,,
346,3461,20-AUG-14 10:43:48AM,BK39,BKR,Boschkloof River,-32.5594162,19.05797699,gps4,scabrum,,
347,3471,20-AUG-14 10:44:32AM,BK40,BKR,Boschkloof River,-32.55942584,19.05796895,gps4,scabrum,,
124,1242,21-AUG-14 4:08:15AM,1,EK,Middleberg_Elandskloof,-32.62819592,19.1163168,gps3,englerianum,,
125,1252,21-AUG-14 4:09:05AM,2,EK,Middleberg_Elandskloof,-32.62820279,19.11632175,gps3,englerianum,,
126,1262,21-AUG-14 4:10:58AM,3,EK,Middleberg_Elandskloof,-32.62833824,19.11621337,gps3,englerianum,,
127,1272,21-AUG-14 4:11:26AM,4,EK,Middleberg_Elandskloof,-32.62834369,19.11620465,gps3,englerianum,,
128,1282,21-AUG-14 4:12:41AM,5,EK,Middleberg_Elandskloof,-32.62833774,19.11620004,gps3,englerianum,,
129,1292,21-AUG-14 4:14:12AM,6,EK,Middleberg_Elandskloof,-32.62833841,19.11618906,gps3,englerianum,,
130,1302,21-AUG-14 4:14:47AM,7,EK,Middleberg_Elandskloof,-32.62833774,19.11619325,gps3,englerianum,,
131,1312,21-AUG-14 4:15:27AM,8,EK,Middleberg_Elandskloof,-32.62833414,19.11617179,gps3,englerianum,,
132,1322,21-AUG-14 4:15:44AM,9,EK,Middleberg_Elandskloof,-32.62833246,19.11618101,gps3,englerianum,,
133,1332,21-AUG-14 4:16:11AM,10,EK,Middleberg_Elandskloof,-32.62833741,19.11616769,gps3,englerianum,,
134,1342,21-AUG-14 4:16:40AM,11,EK,Middleberg_Elandskloof,-32.62833757,19.11616593,gps3,englerianum,,
135,1352,21-AUG-14 4:17:16AM,12,EK,Middleberg_Elandskloof,-32.62834998,19.11619694,gps3,englerianum,,
136,1362,21-AUG-14 4:18:45AM,13,EK,Middleberg_Elandskloof,-32.62845618,19.1161894,gps3,englerianum,,
137,1372,21-AUG-14 4:19:29AM,14,EK,Middleberg_Elandskloof,-32.62844285,19.1161417,gps3,englerianum,,
138,1382,21-AUG-14 4:20:04AM,15,EK,Middleberg_Elandskloof,-32.62844092,19.11614179,gps3,englerianum,,
139,1392,21-AUG-14 4:21:28AM,16,EK,Middleberg_Elandskloof,-32.62844101,19.11627774,gps3,englerianum,,
148,1482,25-AUG-14 6:03:13AM,TK1,TK,BreereSite452,-34.09228466,19.29688378,gps3,hermanniifolium,,
149,1492,25-AUG-14 6:03:25AM,TK2,TK,BreereSite452,-34.09227602,19.29690189,gps3,hermanniifolium,,
150,1502,25-AUG-14 6:08:57AM,TK3,TK,BreereSite452,-34.09224182,19.29693541,gps3,hermanniifolium,,
151,1512,25-AUG-14 6:10:33AM,TK4,TK,BreereSite452,-34.09222917,19.29693709,gps3,hermanniifolium,,
152,1522,25-AUG-14 6:12:11AM,TK5,TK,BreereSite452,-34.09228591,19.29688068,gps3,hermanniifolium,,
153,1532,25-AUG-14 6:14:10AM,TK6,TK,BreereSite452,-34.09227979,19.2969308,gps3,hermanniifolium,,
154,1542,25-AUG-14 6:15:49AM,TK7,TK,BreereSite452,-34.09224995,19.29694514,gps3,hermanniifolium,,
155,1552,25-AUG-14 6:17:20AM,TK8,TK,BreereSite452,-34.09226722,19.2969624,gps3,hermanniifolium,,
156,1562,25-AUG-14 6:19:23AM,TK9,TK,BreereSite452,-34.09227099,19.29698872,gps3,hermanniifolium,,
157,1572,25-AUG-14 6:21:03AM,TK10,TK,BreereSite452,-34.09224199,19.2970168,gps3,hermanniifolium,,
158,1582,25-AUG-14 6:22:03AM,TK11,TK,BreereSite452,-34.09222892,19.29705251,gps3,hermanniifolium,,
159,1592,25-AUG-14 6:23:16AM,TK12,TK,BreereSite452,-34.09224576,19.29706768,gps3,hermanniifolium,,
160,1602,25-AUG-14 6:24:45AM,TK13,TK,BreereSite452,-34.09222581,19.2970904,gps3,hermanniifolium,,
161,1612,25-AUG-14 6:27:08AM,TK14,TK,BreereSite452,-34.09232631,19.29704505,gps3,hermanniifolium,,
162,1622,25-AUG-14 6:28:56AM,TK15,TK,BreereSite452,-34.09233084,19.29706567,gps3,hermanniifolium,,
163,1632,25-AUG-14 6:29:50AM,TK16,TK,BreereSite452,-34.09233872,19.29706022,gps3,hermanniifolium,,
164,1642,25-AUG-14 6:30:42AM,TK17,TK,BreereSite452,-34.09231433,19.29705804,gps3,hermanniifolium,,
165,1652,25-AUG-14 6:32:01AM,TK18,TK,BreereSite452,-34.09229195,19.29710624,gps3,hermanniifolium,,
166,1662,25-AUG-14 6:32:58AM,TK19,TK,BreereSite452,-34.09225666,19.29712627,gps3,hermanniifolium,,
167,1672,25-AUG-14 6:33:55AM,TK20,TK,BreereSite452,-34.09226068,19.2971132,gps3,hermanniifolium,,
168,1682,25-AUG-14 6:37:10AM,TK21,TK,BreereSite452,-34.09245506,19.29711873,gps3,hermanniifolium,,
169,1692,25-AUG-14 6:39:26AM,TK22,TK,BreereSite452,-34.09245514,19.29713549,gps3,hermanniifolium,,
170,1702,25-AUG-14 6:40:35AM,TK23,TK,BreereSite452,-34.09244869,19.29714262,gps3,hermanniifolium,,
171,1712,25-AUG-14 6:41:54AM,TK24,TK,BreereSite452,-34.09243159,19.29711378,gps3,hermanniifolium,,
172,1722,2014-08-26T19:23:12Z,MYD1,MYD,MyddletonSite453,-34.219073,19.4493774,gps3,hermanniifolium,,
173,1732,2014-08-26T19:23:12Z,MYD2,MYD,MyddletonSite453,-34.21907301,19.44939352,gps3,hermanniifolium,,
174,1742,2014-08-26T19:23:12Z,MYD3,MYD,MyddletonSite453,-34.21904275,19.44937575,gps3,hermanniifolium,,
175,1752,2014-08-26T19:23:12Z,MYD4,MYD,MyddletonSite453,-34.21902976,19.44937097,gps3,hermanniifolium,,
176,1762,2014-08-26T19:23:12Z,MYD5,MYD,MyddletonSite453,-34.21903906,19.44938765,gps3,hermanniifolium,,
177,1772,2014-08-26T19:23:12Z,MYD6,MYD,MyddletonSite453,-34.21903077,19.44937072,gps3,hermanniifolium,,
178,1782,2014-08-26T19:23:12Z,MYD7,MYD,MyddletonSite453,-34.21901694,19.44938019,gps3,hermanniifolium,,
179,1792,2014-08-26T19:23:12Z,MYD8,MYD,MyddletonSite453,-34.21882323,19.44936938,gps3,hermanniifolium,,
180,1802,2014-08-26T19:23:12Z,MYD9,MYD,MyddletonSite453,-34.21881803,19.44935462,gps3,hermanniifolium,,
181,1812,2014-08-26T19:23:12Z,MYD10,MYD,MyddletonSite453,-34.21882591,19.44933786,gps3,hermanniifolium,,
182,1822,2014-08-26T19:23:12Z,MYD11,MYD,MyddletonSite453,-34.21882004,19.44931959,gps3,hermanniifolium,,
183,1832,2014-08-26T19:23:12Z,MYD12,MYD,MyddletonSite453,-34.21880948,19.44930735,gps3,hermanniifolium,,
184,1842,2014-08-26T19:23:12Z,MYD13,MYD,MyddletonSite453,-34.21878266,19.44933032,gps3,hermanniifolium,,
185,1852,2014-08-26T19:23:12Z,MYD14,MYD,MyddletonSite453,-34.21879767,19.44927793,gps3,hermanniifolium,,
186,1862,2014-08-26T19:23:12Z,MYD15,MYD,MyddletonSite453,-34.21879138,19.44929696,gps3,hermanniifolium,,
187,1872,2014-08-26T19:23:12Z,MYD16,MYD,MyddletonSite453,-34.21879842,19.44928975,gps3,hermanniifolium,,
188,1882,2014-08-26T19:23:12Z,MYD17,MYD,MyddletonSite453,-34.21880001,19.44929838,gps3,hermanniifolium,,
189,1892,2014-08-26T19:23:12Z,MYD18,MYD,MyddletonSite453,-34.21868434,19.44933107,gps3,hermanniifolium,,
190,1902,2014-08-26T19:23:12Z,MYD19,MYD,MyddletonSite453,-34.21868568,19.44931364,gps3,hermanniifolium,,
191,1912,2014-08-26T19:23:12Z,MYD20,MYD,MyddletonSite453,-34.2186566,19.44930534,gps3,hermanniifolium,,
192,1922,2014-08-26T19:23:12Z,MYD21,MYD,MyddletonSite453,-34.2186654,19.44932805,gps3,hermanniifolium,,
193,1932,2014-08-26T19:23:12Z,MYD22,MYD,MyddletonSite453,-34.21863799,19.44935479,gps3,hermanniifolium,,
194,1942,2014-08-26T19:23:12Z,MYD23,MYD,MyddletonSite453,-34.21860572,19.44934859,gps3,hermanniifolium,,
195,1952,2014-08-26T19:23:12Z,MYD24,MYD,MyddletonSite453,-34.21866397,19.44936418,gps3,hermanniifolium,,
196,1962,2014-08-26T19:23:12Z,MYD25,MYD,MyddletonSite453,-34.21865324,19.44934473,gps3,hermanniifolium,,
197,1972,2014-08-26T19:23:12Z,MYD26,MYD,MyddletonSite453,-34.21866959,19.44942076,gps3,hermanniifolium,,
198,1982,2014-08-26T19:23:12Z,MYD27,MYD,MyddletonSite453,-34.21867437,19.44941715,gps3,hermanniifolium,,
199,1992,2014-08-26T19:23:12Z,MYD28,MYD,MyddletonSite453,-34.21865844,19.44937818,gps3,hermanniifolium,,
200,2002,2014-08-26T19:23:12Z,MYD29,MYD,MyddletonSite453,-34.21864411,19.44950273,gps3,hermanniifolium,,
201,2012,2014-08-26T19:23:12Z,MYD30,MYD,MyddletonSite453,-34.21862299,19.44956233,gps3,hermanniifolium,,
202,2022,2014-08-26T19:23:12Z,MYD31,MYD,MyddletonSite453,-34.21859826,19.44956434,gps3,hermanniifolium,,
203,2032,2014-08-26T19:23:12Z,MYD32,MYD,MyddletonSite453,-34.21865878,19.44969468,gps3,hermanniifolium,,
205,205,27-AUG-14 4:10:06AM,KD1,KD,Kerkplaas,-33.89597788,24.7048546,gps3,scabrum,,
206,206,27-AUG-14 4:10:06AM,KD2,KD,Kerkplaas,-33.89598769,24.70483893,gps3,scabrum,,
207,207,27-AUG-14 4:10:06AM,KD3,KD,Kerkplaas,-33.89598174,24.70482049,gps3,scabrum,,
208,208,27-AUG-14 4:10:06AM,KD4,KD,Kerkplaas,-33.89598182,24.70481621,gps3,scabrum,,
209,209,27-AUG-14 4:10:06AM,KD5,KD,Kerkplaas,-33.89596791,24.70480314,gps3,scabrum,,
